,Company,Review Date,Cocoa Percent,Company Location,Rating,Broad Origin,Cocoa category
641,Feitoria Cacao,2016,0.76,Portugal,2.5,Venezuela,Medium Cocoa Mass
642,Feitoria Cacao,2016,0.76,Portugal,2.75,Belize,Medium Cocoa Mass
643,Felchlin,2010,0.58,Switzerland,3.5,Grenada,Low Cocoa Mass
644,Felchlin,2006,0.62,Switzerland,2.0, ,Low Cocoa Mass
645,Felchlin,2006,0.74,Switzerland,3.0,Dominican Republic,Medium Cocoa Mass
646,Felchlin,2006,0.64,Switzerland,3.0,Madagascar,Low Cocoa Mass
647,Felchlin,2006,0.65,Switzerland,3.0,Venezuela,Low Cocoa Mass
648,Felchlin,2006,0.72,Switzerland,3.5,Ecuador,Medium Cocoa Mass
649,Felchlin,2006,0.68,Switzerland,4.0,Bolivia,Low Cocoa Mass
650,Finca,2014,0.65,U.S.A.,2.25,Puerto Rico,Low Cocoa Mass
651,Finca,2014,0.8,U.S.A.,3.0,Dominican Republic,High Cocoa Mass
652,Finca,2014,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass
653,Finca,2014,0.85,U.S.A.,2.5,Dominican Republic,High Cocoa Mass
654,Forever Cacao,2014,0.72,U.K.,2.75,Peru,Medium Cocoa Mass
655,Forteza (Cortes),2016,0.7,Puerto Rico,2.75,Domincan Republic,Medium Cocoa Mass
656,Forteza (Cortes),2016,0.8,Puerto Rico,2.75,Domincan Republic,High Cocoa Mass
657,Fossa,2016,0.7,Singapore,2.75,Madagascar,Medium Cocoa Mass
658,Fossa,2016,0.75,Singapore,3.5,Ecuador,Medium Cocoa Mass
659,Fossa,2016,0.67,Singapore,3.75,Tanzania,Low Cocoa Mass
660,Franceschi,2014,0.7,Venezuela,3.5,Venezuela,Medium Cocoa Mass
661,Franceschi,2014,0.7,Venezuela,3.75,Venezuela,Medium Cocoa Mass
662,Franceschi,2012,0.7,Venezuela,3.75,Venezuela,Medium Cocoa Mass
663,Franceschi,2012,0.6,Venezuela,3.5,Venezuela,Low Cocoa Mass
664,Frederic Blondeel,2015,0.7,Belgium,3.5,Costa Rica,Medium Cocoa Mass
665,Frederic Blondeel,2015,0.75,Belgium,3.5,Peru,Medium Cocoa Mass
666,Frederic Blondeel,2015,0.8,Belgium,3.0,Vietnam,High Cocoa Mass
667,Frederic Blondeel,2014,0.6,Belgium,3.5,Ghana,Low Cocoa Mass
668,Frederic Blondeel,2014,0.65,Belgium,3.5,Madagascar,Low Cocoa Mass
669,French Broad,2017,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass
670,French Broad,2015,0.73,U.S.A.,3.5,Guatemala,Medium Cocoa Mass
671,French Broad,2014,0.8,U.S.A.,3.0,Costa Rica,High Cocoa Mass
672,French Broad,2014,0.68,U.S.A.,3.25,Nicaragua,Low Cocoa Mass
673,French Broad,2013,0.66,U.S.A.,3.5,Peru,Low Cocoa Mass
674,French Broad,2012,0.7,U.S.A.,2.5,Peru,Medium Cocoa Mass
675,French Broad,2012,0.61,U.S.A.,3.5,Peru,Low Cocoa Mass
676,French Broad,2012,0.81,U.S.A.,2.0,Peru,High Cocoa Mass
677,French Broad,2011,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass
678,French Broad,2011,0.65,U.S.A.,3.5,Dominican Republic,Low Cocoa Mass
679,Fresco,2014,0.7,U.S.A.,3.0,Peru,Medium Cocoa Mass
680,Fresco,2014,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass
681,Fresco,2014,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass
682,Fresco,2014,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass
683,Fresco,2013,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass
684,Fresco,2013,0.72,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass
685,Fresco,2013,0.7,U.S.A.,3.75,Peru,Medium Cocoa Mass
686,Fresco,2013,0.7,U.S.A.,4.0,Peru,Medium Cocoa Mass
687,Fresco,2012,0.69,U.S.A.,3.5,Papua New Guinea,Low Cocoa Mass
688,Fresco,2012,0.69,U.S.A.,3.5,Papua New Guinea,Low Cocoa Mass
689,Fresco,2012,0.74,U.S.A.,4.0,Madagascar,Medium Cocoa Mass
690,Fresco,2012,0.69,U.S.A.,4.0,Papua New Guinea,Low Cocoa Mass
691,Fresco,2012,0.69,U.S.A.,3.0,Papua New Guinea,Low Cocoa Mass
692,Fresco,2011,0.74,U.S.A.,2.75,Ghana,Medium Cocoa Mass
693,Fresco,2011,0.7,U.S.A.,3.25,Jamaica,Medium Cocoa Mass
694,Fresco,2011,0.72,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass
695,Fresco,2011,0.7,U.S.A.,3.5,Jamaica,Medium Cocoa Mass
696,Fresco,2011,0.74,U.S.A.,2.75,Madagascar,Medium Cocoa Mass
697,Fresco,2011,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass
698,Fresco,2011,0.74,U.S.A.,3.0,Madagascar,Medium Cocoa Mass
699,Fresco,2011,0.76,U.S.A.,3.25,Venezuela,Medium Cocoa Mass
700,Fresco,2011,0.7,U.S.A.,4.0,Venezuela,Medium Cocoa Mass
701,Fresco,2009,0.8,U.S.A.,2.75,Jamaica,High Cocoa Mass
702,Fresco,2009,0.7,U.S.A.,3.0,Jamaica,Medium Cocoa Mass
703,Fresco,2009,0.7,U.S.A.,3.25,Jamaica,Medium Cocoa Mass
704,Fresco,2009,0.65,U.S.A.,3.5,Venezuela,Low Cocoa Mass
705,Friis Holm,2016,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass
706,Friis Holm (Bonnat),2015,0.6,Denmark,3.0,Nicaragua,Low Cocoa Mass
707,Friis Holm (Bonnat),2015,0.85,Denmark,3.25,Nicaragua,High Cocoa Mass
708,Friis Holm (Bonnat),2014,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass
709,Friis Holm (Bonnat),2013,0.7,Denmark,3.25,Nicaragua,Medium Cocoa Mass
710,Friis Holm (Bonnat),2013,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass
711,Friis Holm (Bonnat),2012,0.7,Denmark,3.25,Nicaragua,Medium Cocoa Mass
712,Friis Holm (Bonnat),2012,0.7,Denmark,3.25,Honduras,Medium Cocoa Mass
713,Friis Holm (Bonnat),2012,0.7,Denmark,3.25,Nicaragua,Medium Cocoa Mass
714,Friis Holm (Bonnat),2012,0.7,Denmark,3.75,Nicaragua,Medium Cocoa Mass
715,Friis Holm (Bonnat),2011,0.7,Denmark,3.25,Nicaragua,Medium Cocoa Mass
716,Friis Holm (Bonnat),2011,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass
717,Friis Holm (Bonnat),2011,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass
718,Fruition,2016,0.74,U.S.A.,3.75,Bolivia,Medium Cocoa Mass
719,Fruition,2016,0.74,U.S.A.,4.0,Costa Rica,Medium Cocoa Mass
720,Fruition,2014,0.7,U.S.A.,3.75,Trinidad,Medium Cocoa Mass
721,Fruition,2014,0.76,U.S.A.,3.0,Peru,Medium Cocoa Mass
722,Fruition,2013,0.7,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass
723,Fruition,2013,0.75,U.S.A.,3.0,Ecuador,Medium Cocoa Mass
724,Fruition,2012,0.7,U.S.A.,2.5,Peru,Medium Cocoa Mass
725,Fruition,2011,0.66,U.S.A.,3.25,Costa Rica,Low Cocoa Mass
726,Fruition,2011,0.7,U.S.A.,3.0,Costa Rica,Medium Cocoa Mass
727,Garden Island,2014,0.85,U.S.A.,2.5,Hawaii,High Cocoa Mass
728,Georgia Ramon,2015,0.65,Germany,3.25,Madagascar,Low Cocoa Mass
729,Georgia Ramon,2015,0.7,Germany,4.0,Ghana,Medium Cocoa Mass
730,Georgia Ramon,2015,0.7,Germany,3.5,Domincan Republic,Medium Cocoa Mass
731,Georgia Ramon,2015,0.8,Germany,3.5,Domincan Republic,High Cocoa Mass
732,Georgia Ramon,2015,0.75,Germany,3.5,Madagascar,Medium Cocoa Mass
733,Glennmade,2016,0.7,U.S.A.,3.5,Belize,Medium Cocoa Mass
734,Glennmade,2015,0.66,U.S.A.,3.0,Brazil,Low Cocoa Mass
735,Goodnow Farms,2016,0.77,U.S.A.,2.75,Mexico,Medium Cocoa Mass
736,Goodnow Farms,2016,0.77,U.S.A.,3.25,Nicaragua,Medium Cocoa Mass
737,Goodnow Farms,2016,0.77,U.S.A.,3.25,Guatemala,Medium Cocoa Mass
738,Grand Place,2011,0.72,Vietnam,3.0,Vietnam,Medium Cocoa Mass
739,Green & Black's (ICAM),2006,0.7,U.K.,2.5, ,Medium Cocoa Mass
740,Green Bean to Bar,2016,0.7,Japan,3.5,Madagascar,Medium Cocoa Mass
741,Grenada Chocolate Co.,2010,0.82,Grenada,3.25,Grenada,High Cocoa Mass
742,Grenada Chocolate Co.,2009,0.6,Grenada,2.75,Grenada,Low Cocoa Mass
743,Grenada Chocolate Co.,2008,0.71,Grenada,2.5,Grenada,Medium Cocoa Mass
744,Guido Castagna,2009,0.64,Italy,3.0,Ecuador,Low Cocoa Mass
745,Guido Castagna,2009,0.64,Italy,3.0,Ghana,Low Cocoa Mass
746,Guido Castagna,2009,0.64,Italy,3.0,"Trinidad, Tobago",Low Cocoa Mass
747,Guido Castagna,2009,0.76,Italy,3.0,Venezuela,Medium Cocoa Mass
748,Guido Castagna,2009,0.64,Italy,3.25,"Ven, Trinidad, Ecuador",Low Cocoa Mass
749,Guittard,2015,0.7,U.S.A.,3.75, ,Medium Cocoa Mass
750,Guittard,2013,0.65,U.S.A.,2.75,Haiti,Low Cocoa Mass
751,Guittard,2013,0.65,U.S.A.,2.75,Nicaragua,Low Cocoa Mass
752,Guittard,2013,0.65,U.S.A.,3.25,Jamaica,Low Cocoa Mass
753,Guittard,2013,0.65,U.S.A.,3.5,Ecuador,Low Cocoa Mass
754,Guittard,2011,0.72,U.S.A.,2.75, ,Medium Cocoa Mass
755,Guittard,2011,0.61,U.S.A.,3.25, ,Low Cocoa Mass
756,Guittard,2011,0.72,U.S.A.,3.25, ,Medium Cocoa Mass
757,Guittard,2010,0.65,U.S.A.,3.0,Trinidad,Low Cocoa Mass
758,Guittard,2009,0.55,U.S.A.,3.0,Hawaii,Low Cocoa Mass
759,Guittard,2009,0.91,U.S.A.,3.0, ,High Cocoa Mass
760,Guittard,2009,0.7,U.S.A.,3.5, ,Medium Cocoa Mass
761,Guittard,2008,0.65,U.S.A.,3.0,Peru,Low Cocoa Mass
762,Guittard,2008,0.64,U.S.A.,3.0, ,Low Cocoa Mass
763,Guittard,2008,0.65,U.S.A.,3.5,Venezuela,Low Cocoa Mass
764,Guittard,2007,0.72,U.S.A.,3.5, ,Medium Cocoa Mass
765,Guittard,2006,0.65,U.S.A.,3.0,Colombia,Low Cocoa Mass
766,Guittard,2006,0.65,U.S.A.,2.5,Venezuela,Low Cocoa Mass
767,Guittard,2006,0.65,U.S.A.,3.5,Madagascar,Low Cocoa Mass
768,Guittard,2006,0.65,U.S.A.,3.5,Ecuador,Low Cocoa Mass
769,Guittard,2006,0.61,U.S.A.,3.5, ,Low Cocoa Mass
770,Guittard,2006,0.61,U.S.A.,3.0, ,Low Cocoa Mass
771,Habitual,2014,0.8,Canada,2.75,Papua New Guinea,High Cocoa Mass
772,Habitual,2014,0.74,Canada,2.75, ,Medium Cocoa Mass
773,Habitual,2014,0.75,Canada,3.25,Dominican Republic,Medium Cocoa Mass
774,Habitual,2014,0.7,Canada,3.5, ,Medium Cocoa Mass
775,Habitual,2014,0.65,Canada,2.75, ,Low Cocoa Mass
776,Habitual,2014,0.7,Canada,3.0, ,Medium Cocoa Mass
777,Habitual,2014,0.8,Canada,3.0, ,High Cocoa Mass
778,Habitual,2014,0.66,Canada,3.25,Hawaii,Low Cocoa Mass
779,Habitual,2014,1.0,Canada,2.0, ,High Cocoa Mass
780,Hachez,2007,0.77,Germany,2.5,Ecuador,Medium Cocoa Mass
781,Hacienda El Castillo,2014,0.55,Ecuador,2.75,Ecuador,Low Cocoa Mass
782,Hacienda El Castillo,2014,0.7,Ecuador,3.0,Ecuador,Medium Cocoa Mass
783,Haigh,2011,0.7,Australia,3.0,"South America, Africa",Medium Cocoa Mass
784,Harper Macaw,2016,0.85,U.S.A.,3.25,Brazil,High Cocoa Mass
785,Harper Macaw,2015,0.67,U.S.A.,3.0,Brazil,Low Cocoa Mass
786,Harper Macaw,2015,0.77,U.S.A.,3.5,Brazil,Medium Cocoa Mass
787,Harper Macaw,2015,0.74,U.S.A.,3.5,Brazil,Medium Cocoa Mass
788,Heilemann,2016,0.64,Germany,2.75,Peru,Low Cocoa Mass
789,Heirloom Cacao Preservation (Brasstown),2016,0.7,U.S.A.,3.25,Belize,Medium Cocoa Mass
790,Heirloom Cacao Preservation (Fruition),2016,0.74,U.S.A.,3.5,Costa Rica,Medium Cocoa Mass
791,Heirloom Cacao Preservation (Guittard),2014,0.67,U.S.A.,3.5,Bolivia,Low Cocoa Mass
792,Heirloom Cacao Preservation (Guittard),2014,0.67,U.S.A.,3.0,Bolivia,Low Cocoa Mass
793,Heirloom Cacao Preservation (Guittard),2014,0.67,U.S.A.,3.75,Ecuador,Low Cocoa Mass
794,Heirloom Cacao Preservation (Guittard),2014,0.67,U.S.A.,3.75,Hawaii,Low Cocoa Mass
795,Heirloom Cacao Preservation (Manoa),2016,0.72,U.S.A.,3.5,Hawaii,Medium Cocoa Mass
796,Heirloom Cacao Preservation (Millcreek),2016,0.7,U.S.A.,3.5,Ecuador,Medium Cocoa Mass
797,Heirloom Cacao Preservation (Mindo),2016,0.77,U.S.A.,3.5,Ecuador,Medium Cocoa Mass
798,Heirloom Cacao Preservation (Zokoko),2016,0.68,U.S.A.,3.75,Bolivia,Low Cocoa Mass
799,Heirloom Cacao Preservation (Zokoko),2016,0.72,U.S.A.,4.0,Bolivia,Medium Cocoa Mass
800,hello cocoa,2015,0.57,U.S.A.,2.75,Uganda,Low Cocoa Mass
801,hello cocoa,2015,0.74,U.S.A.,3.5,Venezuela,Medium Cocoa Mass
802,hexx,2015,0.7,U.S.A.,2.75,Tanzania,Medium Cocoa Mass
803,hexx,2015,0.74,U.S.A.,3.0,Madagascar,Medium Cocoa Mass
804,hexx,2015,0.7,U.S.A.,3.0,Venezuela,Medium Cocoa Mass
805,hexx,2015,0.73,U.S.A.,3.25,Ecuador,Medium Cocoa Mass
806,hexx,2015,0.7,U.S.A.,3.25,Peru,Medium Cocoa Mass
807,Hogarth,2016,0.7,New Zealand,2.75,Madagascar,Medium Cocoa Mass
808,Hogarth,2016,0.72,New Zealand,2.75,Venezuela,Medium Cocoa Mass
809,Hogarth,2016,0.75,New Zealand,3.25,Domincan Republic,Medium Cocoa Mass
810,Hogarth,2016,0.66,New Zealand,3.5,Peru,Low Cocoa Mass
811,Hoja Verde (Tulicorp),2009,0.8,Ecuador,2.0,Ecuador,High Cocoa Mass
812,Hoja Verde (Tulicorp),2009,0.8,Ecuador,2.5,Ecuador,High Cocoa Mass
813,Hoja Verde (Tulicorp),2009,0.72,Ecuador,3.0,Ecuador,Medium Cocoa Mass
814,Hoja Verde (Tulicorp),2009,0.58,Ecuador,3.25,Ecuador,Low Cocoa Mass
815,Hoja Verde (Tulicorp),2009,0.58,Ecuador,3.5,Ecuador,Low Cocoa Mass
816,Holy Cacao,2016,0.7,Israel,2.75,Peru,Medium Cocoa Mass
817,Holy Cacao,2015,0.7,Israel,3.5,Ecuador,Medium Cocoa Mass
818,Holy Cacao,2015,0.7,Israel,3.5,Madagascar,Medium Cocoa Mass
819,Holy Cacao,2015,0.7,Israel,3.5,Trinidad,Medium Cocoa Mass
820,Holy Cacao,2015,0.7,Israel,3.5,Venezuela,Medium Cocoa Mass
821,Holy Cacao,2009,0.7,Israel,2.5,Ivory Coast,Medium Cocoa Mass
822,Holy Cacao,2009,0.7,Israel,2.75,Dominican Republic,Medium Cocoa Mass
823,Holy Cacao,2009,0.7,Israel,3.5,Peru,Medium Cocoa Mass
824,Holy Cacao,2009,0.75,Israel,3.75,Dominican Republic,Medium Cocoa Mass
825,Honest,2014,0.72,South Africa,2.5,Ecuador,Medium Cocoa Mass
826,Hotel Chocolat,2015,0.7,U.K.,2.75,St. Lucia,Medium Cocoa Mass
827,Hotel Chocolat,2013,0.7,U.K.,4.0,St. Lucia,Medium Cocoa Mass
828,Hotel Chocolat,2013,1.0,U.K.,1.75,St. Lucia,High Cocoa Mass
829,Hotel Chocolat (Coppeneur),2013,0.75,U.K.,3.0,Trinidad,Medium Cocoa Mass
830,Hotel Chocolat (Coppeneur),2013,0.8,U.K.,3.5,Vietnam,High Cocoa Mass
831,Hotel Chocolat (Coppeneur),2013,0.9,U.K.,3.0,Ecuador,High Cocoa Mass
832,Hotel Chocolat (Coppeneur),2013,0.72,U.K.,3.0,Madagascar,Medium Cocoa Mass
833,Hotel Chocolat (Coppeneur),2013,0.82,U.K.,3.5,Ecuador,High Cocoa Mass
834,Hotel Chocolat (Coppeneur),2013,1.0,U.K.,2.75,Peru,High Cocoa Mass
835,Hotel Chocolat (Coppeneur),2013,1.0,U.K.,2.5,Ecuador,High Cocoa Mass
836,Hotel Chocolat (Coppeneur),2013,1.0,U.K.,2.75,Dominican Republic,High Cocoa Mass
837,Hotel Chocolat (Coppeneur),2012,0.66,U.K.,3.5,Madagascar,Low Cocoa Mass
838,Hotel Chocolat (Coppeneur),2011,0.8,U.K.,3.0,Ecuador,High Cocoa Mass
839,Hotel Chocolat (Coppeneur),2011,0.65,U.K.,3.0,St. Lucia,Low Cocoa Mass
840,Hotel Chocolat (Coppeneur),2011,0.65,U.K.,3.25,St. Lucia,Low Cocoa Mass
841,Hotel Chocolat (Coppeneur),2010,0.7,U.K.,2.75,Ecuador,Medium Cocoa Mass
842,Hotel Chocolat (Coppeneur),2010,0.7,U.K.,3.0,Dominican Republic,Medium Cocoa Mass
843,Hotel Chocolat (Coppeneur),2010,0.7,U.K.,2.75,Venezuela,Medium Cocoa Mass
844,Hotel Chocolat (Coppeneur),2008,0.72,U.K.,3.0,St. Lucia,Medium Cocoa Mass
845,Hotel Chocolat (Coppeneur),2008,0.8,U.K.,2.5,Uganda,High Cocoa Mass
846,Hotel Chocolat (Coppeneur),2008,0.75,U.K.,2.75,Tanzania,Medium Cocoa Mass
847,Hotel Chocolat (Coppeneur),2008,0.72,U.K.,3.0,Sao Tome,Medium Cocoa Mass
848,Hummingbird,2015,0.7,Canada,3.5,Vietnam,Medium Cocoa Mass
849,Hummingbird,2014,0.7,Canada,3.0,Bolivia,Medium Cocoa Mass
850,Hummingbird,2014,0.7,Canada,3.0,Bolivia,Medium Cocoa Mass
851,Hummingbird,2014,0.7,Canada,3.0,Nicaragua,Medium Cocoa Mass
852,Hummingbird,2014,0.7,Canada,3.75,Dominican Republic,Medium Cocoa Mass
853,Hummingbird,2014,0.7,Canada,3.5,Dominican Republic,Medium Cocoa Mass
854,Hummingbird,2013,0.7,Canada,3.25,Venezuela,Medium Cocoa Mass
855,Hummingbird,2013,0.7,Canada,3.75,Venezuela,Medium Cocoa Mass
856,Idilio (Felchlin),2013,0.72,Switzerland,3.75,Venezuela,Medium Cocoa Mass
857,Idilio (Felchlin),2011,0.72,Switzerland,3.75,Venezuela,Medium Cocoa Mass
858,Idilio (Felchlin),2011,0.72,Switzerland,3.75,Venezuela,Medium Cocoa Mass
859,Idilio (Felchlin),2011,0.72,Switzerland,3.25,Venezuela,Medium Cocoa Mass
860,Idilio (Felchlin),2011,0.72,Switzerland,3.75,Venezuela,Medium Cocoa Mass
861,Idilio (Felchlin),2011,0.74,Switzerland,4.0,Venezuela,Medium Cocoa Mass
862,Idilio (Felchlin),2011,0.72,Switzerland,3.5,Venezuela,Medium Cocoa Mass
863,Idilio (Felchlin),2011,0.7,Switzerland,4.0,Venezuela,Medium Cocoa Mass
864,Idilio (Felchlin),2011,0.72,Switzerland,4.0,Venezuela,Medium Cocoa Mass
865,Idilio (Felchlin),2011,0.72,Switzerland,4.0,Venezuela,Medium Cocoa Mass
866,Indah,2016,0.61,India,2.5,India,Low Cocoa Mass
867,Indaphoria,2012,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass
868,Indaphoria,2012,0.7,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass
869,Indi,2014,0.77,U.S.A.,3.0,Honduras,Medium Cocoa Mass
870,iQ Chocolate,2012,0.72,Scotland,2.75,Peru,Medium Cocoa Mass
871,iQ Chocolate,2012,0.72,Scotland,3.0,Peru,Medium Cocoa Mass
872,Isidro,2014,0.72,U.S.A.,3.5,Madagascar,Medium Cocoa Mass
873,Isidro,2014,0.72,U.S.A.,2.25,Peru,Medium Cocoa Mass
874,Isidro,2014,0.72,U.S.A.,3.25,Belize,Medium Cocoa Mass
875,Isidro,2014,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass
876,Izard,2015,0.7,U.S.A.,3.5,Belize,Medium Cocoa Mass
877,Izard,2015,0.7,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass
878,Jacque Torres,2006,0.71,U.S.A.,2.0,Ghana,Medium Cocoa Mass
879,Jordis,2015,0.63,Czech Republic,2.75,Madagascar,Low Cocoa Mass
880,Just Good Chocolate,2014,0.7,U.S.A.,3.5,Belize,Medium Cocoa Mass
881,Just Good Chocolate,2014,0.7,U.S.A.,3.5,Madagascar,Medium Cocoa Mass
882,Just Good Chocolate,2014,0.7,U.S.A.,4.0,Peru,Medium Cocoa Mass
883,Kah Kow,2013,0.7,Domincan Republic,3.5,Dominican Republic,Medium Cocoa Mass
884,Kah Kow,2013,0.82,Domincan Republic,3.0,Dominican Republic,High Cocoa Mass
885,Kah Kow,2013,0.55,Domincan Republic,3.25,Dominican Republic,Low Cocoa Mass
886,Kah Kow,2013,0.62,Domincan Republic,3.25,Dominican Republic,Low Cocoa Mass
887,Kakao,2012,0.64,Germany,2.5,Peru,Low Cocoa Mass
888,Kakao,2009,0.65,Germany,3.75,Vanuatu,Low Cocoa Mass
889,Kallari (Ecuatoriana),2008,0.7,Ecuador,3.0,Ecuador,Medium Cocoa Mass
890,Kallari (Ecuatoriana),2008,0.7,Ecuador,3.5,Ecuador,Medium Cocoa Mass
891,Kallari (Ecuatoriana),2008,0.75,Ecuador,2.75,Ecuador,Medium Cocoa Mass
892,Kallari (Ecuatoriana),2008,0.85,Ecuador,2.5,Ecuador,High Cocoa Mass
893,Kallari (Ecuatoriana),2008,0.85,Ecuador,2.75,Ecuador,High Cocoa Mass
894,Kallari (Ecuatoriana),2008,0.85,Ecuador,3.0,Ecuador,High Cocoa Mass
895,Kallari (Ecuatoriana),2008,0.75,Ecuador,2.5,Ecuador,Medium Cocoa Mass
896,Kallari (Ecuatoriana),2008,0.85,Ecuador,3.0,Ecuador,High Cocoa Mass
897,Kaoka (Cemoi),2009,0.7,France,2.75, ,Medium Cocoa Mass
898,Kaoka (Cemoi),2009,0.8,France,2.75,Ecuador,High Cocoa Mass
899,Kerchner,2013,0.7,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass
900,Ki' Xocolatl,2009,0.72,Mexico,2.0,Mexico,Medium Cocoa Mass
901,Kiskadee,2014,0.6,U.S.A.,3.0,Dominican Republic,Low Cocoa Mass
902,Kto,2014,0.72,U.S.A.,2.5,Peru,Medium Cocoa Mass
903,Kto,2014,0.72,U.S.A.,2.75,Venezuela,Medium Cocoa Mass
904,Kto,2014,0.72,U.S.A.,3.0,Belize,Medium Cocoa Mass
905,Kto,2014,0.72,U.S.A.,3.25,Madagascar,Medium Cocoa Mass
906,Kto,2014,0.9,U.S.A.,3.25,Belize,High Cocoa Mass
907,Kto,2014,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass
908,Kto,2014,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass
909,K'ul,2016,0.7,U.S.A.,3.25,Haiti,Medium Cocoa Mass
910,K'ul,2016,0.7,U.S.A.,2.75,Peru,Medium Cocoa Mass
911,K'ul,2016,0.7,U.S.A.,3.75,Ecuador,Medium Cocoa Mass
912,K'ul,2016,0.7,U.S.A.,3.75,Brazil,Medium Cocoa Mass
913,Kyya,2014,0.725,U.S.A.,2.5,Uganda,Medium Cocoa Mass
914,Kyya,2014,0.725,U.S.A.,3.0,Dominican Republic,Medium Cocoa Mass
915,Kyya,2014,0.725,U.S.A.,2.5,Ecuador,Medium Cocoa Mass
916,Kyya,2014,0.725,U.S.A.,3.0,Madagascar,Medium Cocoa Mass
917,L.A. Burdick (Felchlin),2012,0.74,U.S.A.,3.25,Peru,Medium Cocoa Mass
918,L.A. Burdick (Felchlin),2012,0.7,U.S.A.,4.0,Brazil,Medium Cocoa Mass
919,L.A. Burdick (Felchlin),2012,0.68,U.S.A.,3.75,Venezuela,Low Cocoa Mass
920,L.A. Burdick (Felchlin),2011,0.74,U.S.A.,3.75,Ecuador,Medium Cocoa Mass
921,L.A. Burdick (Felchlin),2010,0.75,U.S.A.,3.25,Grenada,Medium Cocoa Mass
922,L.A. Burdick (Felchlin),2010,0.74,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass
923,L.A. Burdick (Felchlin),2010,0.71,U.S.A.,3.0,Venezuela,Medium Cocoa Mass
924,L.A. Burdick (Felchlin),2009,0.64,U.S.A.,3.5,Madagascar,Low Cocoa Mass
925,L.A. Burdick (Felchlin),2009,0.68,U.S.A.,3.0,Bolivia,Low Cocoa Mass
926,La Chocolaterie Nanairo,2016,0.7,Japan,2.25,Peru,Medium Cocoa Mass
927,La Chocolaterie Nanairo,2016,0.7,Japan,2.5,Peru,Medium Cocoa Mass
928,La Chocolaterie Nanairo,2016,0.7,Japan,3.0,Peru,Medium Cocoa Mass
929,La Chocolaterie Nanairo,2016,0.7,Japan,3.0,Belize,Medium Cocoa Mass
930,La Maison du Chocolat (Valrhona),2013,0.74,France,2.75,"Africa, Carribean, C. Am.",Medium Cocoa Mass
931,La Maison du Chocolat (Valrhona),2013,0.6,France,3.25,Tobago,Low Cocoa Mass
932,La Maison du Chocolat (Valrhona),2013,0.56,France,3.25,Ecuador,Low Cocoa Mass
933,La Maison du Chocolat (Valrhona),2012,0.66,France,3.5,Dominican Republic,Low Cocoa Mass
934,La Maison du Chocolat (Valrhona),2011,0.68,France,3.5,Grenada,Low Cocoa Mass
935,La Maison du Chocolat (Valrhona),2009,0.68,France,3.25,Ghana,Low Cocoa Mass
936,La Maison du Chocolat (Valrhona),2009,0.69,France,3.5,Venezuela,Low Cocoa Mass
937,La Maison du Chocolat (Valrhona),2009,0.6,France,3.0, ,Low Cocoa Mass
938,La Maison du Chocolat (Valrhona),2009,0.6,France,3.75, ,Low Cocoa Mass
939,La Maison du Chocolat (Valrhona),2008,0.74,France,3.5,"Ven., Indonesia, Ecuad.",Medium Cocoa Mass
940,La Oroquidea,2011,0.72,Peru,2.5,Peru,Medium Cocoa Mass
941,La Pepa de Oro,2011,0.6,Ecuador,3.25,Ecuador,Low Cocoa Mass
942,Laia aka Chat-Noir,2015,0.75,France,2.75,Madagascar,Medium Cocoa Mass
943,Laia aka Chat-Noir,2015,0.75,France,2.75,Vietnam,Medium Cocoa Mass
944,Laia aka Chat-Noir,2015,0.75,France,3.0,Cuba,Medium Cocoa Mass
945,Laia aka Chat-Noir,2015,0.75,France,3.25,Peru,Medium Cocoa Mass
946,Laia aka Chat-Noir,2015,0.75,France,3.0,Ivory Coast,Medium Cocoa Mass
947,Laia aka Chat-Noir,2015,0.75,France,3.5,Sao Tome,Medium Cocoa Mass
948,Laia aka Chat-Noir,2015,0.75,France,3.25,Brazil,Medium Cocoa Mass
