,Company,Review Date,Cocoa Percent,Company Location,Rating,Origin,Cocoa Category,Clusters,Cluster
568,Domori,2007,0.6,Italy,3.25,Venezuela,Low Cocoa Mass,2,dark purple
569,Domori,2007,0.7,Italy,3.5,Madagascar,Medium Cocoa Mass,2,dark purple
570,Domori,2007,0.7,Italy,3.5,Madagascar,Medium Cocoa Mass,2,dark purple
571,Domori,2007,0.7,Italy,3.75,Indonesia,Medium Cocoa Mass,2,dark purple
572,Domori,2007,0.7,Italy,4.0,Ecuador,Medium Cocoa Mass,2,dark purple
573,Domori,2007,0.7,Italy,4.0,Venezuela,Medium Cocoa Mass,2,dark purple
574,Domori,2006,0.7,Italy,3.0,Venezuela,Medium Cocoa Mass,2,dark purple
575,Domori,2006,0.7,Italy,3.25,Peru,Medium Cocoa Mass,2,dark purple
576,Domori,2006,0.7,Italy,3.5,Venezuela,Medium Cocoa Mass,2,dark purple
577,Dormouse,2016,0.75,U.K.,2.75,Grenada,Medium Cocoa Mass,1,purple
578,Dormouse,2015,0.7,U.K.,2.5,Venezuela,Medium Cocoa Mass,1,purple
579,Dormouse,2015,0.8,U.K.,2.75,Colombia,High Cocoa Mass,1,purple
580,Dormouse,2015,0.77,U.K.,2.75,Madagascar,Medium Cocoa Mass,1,purple
581,Duffy's,2015,0.7,U.K.,4.0,Guatemala,Medium Cocoa Mass,1,purple
582,Duffy's,2014,0.7,U.K.,3.5,Nicaragua,Medium Cocoa Mass,1,purple
583,Duffy's,2014,0.76,U.K.,3.75,Nicaragua,Medium Cocoa Mass,1,purple
584,Duffy's,2012,0.72,U.K.,3.75,Venezuela,Medium Cocoa Mass,0,pink
585,Duffy's,2011,0.72,U.K.,3.75,Honduras,Medium Cocoa Mass,0,pink
586,Duffy's,2011,0.65,U.K.,3.5,Dominican Republic,Low Cocoa Mass,0,pink
587,Duffy's,2011,0.72,U.K.,3.0,Panama,Medium Cocoa Mass,0,pink
588,Duffy's,2011,0.71,U.K.,3.25,Nicaragua,Medium Cocoa Mass,0,pink
589,Duffy's,2011,0.71,U.K.,3.5,Venezuela,Medium Cocoa Mass,0,pink
590,Duffy's,2010,0.7,U.K.,3.5,Panama,Medium Cocoa Mass,0,pink
591,Duffy's,2010,0.72,U.K.,3.75,Ecuador,Medium Cocoa Mass,0,pink
592,Duffy's,2010,0.7,U.K.,2.5,Ecuador,Medium Cocoa Mass,0,pink
593,Duffy's,2010,0.7,U.K.,3.75,Peru,Medium Cocoa Mass,0,pink
594,Dulcinea,2015,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,1,purple
595,Durand,2012,0.82,France,2.75,Madagascar,High Cocoa Mass,0,pink
596,Durci,2015,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass,1,purple
597,Durci,2015,0.7,U.S.A.,3.5,Venezuela,Medium Cocoa Mass,1,purple
598,Durci,2015,0.7,U.S.A.,3.25,Domincan Republic,Medium Cocoa Mass,1,purple
599,Durci,2015,0.7,U.S.A.,3.25,Venezuela,Medium Cocoa Mass,1,purple
600,Durci,2015,0.7,U.S.A.,4.0,Ecuador,Medium Cocoa Mass,1,purple
601,East Van Roasters,2014,0.7,Canada,3.25,Peru,Medium Cocoa Mass,1,purple
602,East Van Roasters,2014,0.7,Canada,3.5,Madagascar,Medium Cocoa Mass,1,purple
603,East Van Roasters,2014,0.7,Canada,3.75,Dominican Republic,Medium Cocoa Mass,1,purple
604,Eau de Rose,2016,0.7,Canada,3.25,Colombia,Medium Cocoa Mass,1,purple
605,Eau de Rose,2016,0.7,Canada,3.25,Colombia,Medium Cocoa Mass,1,purple
606,Eclat (Felchlin),2012,0.72,U.S.A.,2.75,Peru,Medium Cocoa Mass,0,pink
607,Edelmond,2016,0.68,Germany,3.0,Venezuela,Low Cocoa Mass,1,purple
608,El Ceibo,2011,0.75,Bolivia,3.75,Bolivia,Medium Cocoa Mass,0,pink
609,El Ceibo,2008,0.71,Bolivia,2.75,Bolivia,Medium Cocoa Mass,2,dark purple
610,El Rey,2015,0.7,Venezuela,3.75,Venezuela,Medium Cocoa Mass,1,purple
611,El Rey,2009,0.605,Venezuela,2.75,Venezuela,Low Cocoa Mass,2,dark purple
612,El Rey,2009,0.7,Venezuela,3.0,Venezuela,Medium Cocoa Mass,2,dark purple
613,El Rey,2008,0.74,Venezuela,2.5,Venezuela,Medium Cocoa Mass,2,dark purple
614,El Rey,2008,0.58,Venezuela,2.5,Venezuela,Low Cocoa Mass,2,dark purple
615,El Rey,2008,0.61,Venezuela,3.0,Venezuela,Low Cocoa Mass,2,dark purple
616,El Rey,2006,0.7,Venezuela,2.75,Venezuela,Medium Cocoa Mass,2,dark purple
617,Emerald Estate,2013,0.6,St. Lucia,2.75,St. Lucia,Low Cocoa Mass,0,pink
618,Emerald Estate,2013,0.7,St. Lucia,3.25,St. Lucia,Medium Cocoa Mass,0,pink
619,Emily's,2015,0.79,Japan,3.0,Venezuela,Medium Cocoa Mass,1,purple
620,Emily's,2015,0.78,Japan,3.5,Peru,Medium Cocoa Mass,1,purple
621,ENNA,2016,0.75,U.S.A.,3.25,Honduras,Medium Cocoa Mass,1,purple
622,Enric Rovira (Claudio Corallo),2010,0.8,Spain,3.25,Sao Tome & Principe,High Cocoa Mass,0,pink
623,Erithaj (A. Morin),2014,0.7,France,3.25,Vietnam,Medium Cocoa Mass,1,purple
624,Erithaj (A. Morin),2014,0.8,France,3.0,Vietnam,High Cocoa Mass,1,purple
625,Erithaj (A. Morin),2014,0.74,France,3.25,Vietnam,Medium Cocoa Mass,1,purple
626,Escazu,2012,0.7,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,0,pink
627,Escazu,2009,0.65,U.S.A.,2.0,Costa Rica,Low Cocoa Mass,2,dark purple
628,Escazu,2009,0.81,U.S.A.,3.5,Venezuela,High Cocoa Mass,2,dark purple
629,Escazu,2009,0.74,U.S.A.,2.75,"Cost Rica, Ven",Medium Cocoa Mass,2,dark purple
630,Escazu,2008,0.72,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,2,dark purple
631,Ethel's Artisan (Mars),2011,0.55,U.S.A.,2.5,"Peru, Madagascar",Low Cocoa Mass,0,pink
632,Ethel's Artisan (Mars),2011,0.55,U.S.A.,2.5,Trinidad,Low Cocoa Mass,0,pink
633,Ethel's Artisan (Mars),2011,0.7,U.S.A.,2.5,Venezuela,Medium Cocoa Mass,0,pink
634,Ethel's Artisan (Mars),2011,0.62,U.S.A.,2.75, ,Low Cocoa Mass,0,pink
635,Ethel's Artisan (Mars),2011,0.62,U.S.A.,2.5,"Venezuela, Trinidad",Low Cocoa Mass,0,pink
636,Ethereal,2014,0.8,U.S.A.,3.0,Belize,High Cocoa Mass,1,purple
637,Ethereal,2014,0.8,U.S.A.,3.5,Ecuador,High Cocoa Mass,1,purple
638,Ethereal,2014,0.8,U.S.A.,3.75,Dominican Republic,High Cocoa Mass,1,purple
639,Fearless (AMMA),2010,0.75,U.S.A.,2.75,Brazil,Medium Cocoa Mass,0,pink
640,Feitoria Cacao,2016,0.76,Portugal,3.0,Jamaica,Medium Cocoa Mass,1,purple
641,Feitoria Cacao,2016,0.76,Portugal,2.5,Venezuela,Medium Cocoa Mass,1,purple
642,Feitoria Cacao,2016,0.76,Portugal,2.75,Belize,Medium Cocoa Mass,1,purple
643,Felchlin,2010,0.58,Switzerland,3.5,Grenada,Low Cocoa Mass,0,pink
644,Felchlin,2006,0.62,Switzerland,2.0, ,Low Cocoa Mass,2,dark purple
645,Felchlin,2006,0.74,Switzerland,3.0,Dominican Republic,Medium Cocoa Mass,2,dark purple
646,Felchlin,2006,0.64,Switzerland,3.0,Madagascar,Low Cocoa Mass,2,dark purple
647,Felchlin,2006,0.65,Switzerland,3.0,Venezuela,Low Cocoa Mass,2,dark purple
648,Felchlin,2006,0.72,Switzerland,3.5,Ecuador,Medium Cocoa Mass,2,dark purple
649,Felchlin,2006,0.68,Switzerland,4.0,Bolivia,Low Cocoa Mass,2,dark purple
650,Finca,2014,0.65,U.S.A.,2.25,Puerto Rico,Low Cocoa Mass,1,purple
651,Finca,2014,0.8,U.S.A.,3.0,Dominican Republic,High Cocoa Mass,1,purple
652,Finca,2014,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,1,purple
653,Finca,2014,0.85,U.S.A.,2.5,Dominican Republic,High Cocoa Mass,1,purple
654,Forever Cacao,2014,0.72,U.K.,2.75,Peru,Medium Cocoa Mass,1,purple
655,Forteza (Cortes),2016,0.7,Puerto Rico,2.75,Domincan Republic,Medium Cocoa Mass,1,purple
656,Forteza (Cortes),2016,0.8,Puerto Rico,2.75,Domincan Republic,High Cocoa Mass,1,purple
657,Fossa,2016,0.7,Singapore,2.75,Madagascar,Medium Cocoa Mass,1,purple
658,Fossa,2016,0.75,Singapore,3.5,Ecuador,Medium Cocoa Mass,1,purple
659,Fossa,2016,0.67,Singapore,3.75,Tanzania,Low Cocoa Mass,1,purple
660,Franceschi,2014,0.7,Venezuela,3.5,Venezuela,Medium Cocoa Mass,1,purple
661,Franceschi,2014,0.7,Venezuela,3.75,Venezuela,Medium Cocoa Mass,1,purple
662,Franceschi,2012,0.7,Venezuela,3.75,Venezuela,Medium Cocoa Mass,0,pink
663,Franceschi,2012,0.6,Venezuela,3.5,Venezuela,Low Cocoa Mass,0,pink
664,Frederic Blondeel,2015,0.7,Belgium,3.5,Costa Rica,Medium Cocoa Mass,1,purple
665,Frederic Blondeel,2015,0.75,Belgium,3.5,Peru,Medium Cocoa Mass,1,purple
666,Frederic Blondeel,2015,0.8,Belgium,3.0,Vietnam,High Cocoa Mass,1,purple
667,Frederic Blondeel,2014,0.6,Belgium,3.5,Ghana,Low Cocoa Mass,1,purple
668,Frederic Blondeel,2014,0.65,Belgium,3.5,Madagascar,Low Cocoa Mass,1,purple
669,French Broad,2017,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass,1,purple
670,French Broad,2015,0.73,U.S.A.,3.5,Guatemala,Medium Cocoa Mass,1,purple
671,French Broad,2014,0.8,U.S.A.,3.0,Costa Rica,High Cocoa Mass,1,purple
672,French Broad,2014,0.68,U.S.A.,3.25,Nicaragua,Low Cocoa Mass,1,purple
673,French Broad,2013,0.66,U.S.A.,3.5,Peru,Low Cocoa Mass,0,pink
674,French Broad,2012,0.7,U.S.A.,2.5,Peru,Medium Cocoa Mass,0,pink
675,French Broad,2012,0.61,U.S.A.,3.5,Peru,Low Cocoa Mass,0,pink
676,French Broad,2012,0.81,U.S.A.,2.0,Peru,High Cocoa Mass,0,pink
677,French Broad,2011,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass,0,pink
678,French Broad,2011,0.65,U.S.A.,3.5,Dominican Republic,Low Cocoa Mass,0,pink
679,Fresco,2014,0.7,U.S.A.,3.0,Peru,Medium Cocoa Mass,1,purple
680,Fresco,2014,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass,1,purple
681,Fresco,2014,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass,1,purple
682,Fresco,2014,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass,1,purple
683,Fresco,2013,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,0,pink
684,Fresco,2013,0.72,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,0,pink
685,Fresco,2013,0.7,U.S.A.,3.75,Peru,Medium Cocoa Mass,0,pink
686,Fresco,2013,0.7,U.S.A.,4.0,Peru,Medium Cocoa Mass,0,pink
687,Fresco,2012,0.69,U.S.A.,3.5,Papua New Guinea,Low Cocoa Mass,0,pink
688,Fresco,2012,0.69,U.S.A.,3.5,Papua New Guinea,Low Cocoa Mass,0,pink
689,Fresco,2012,0.74,U.S.A.,4.0,Madagascar,Medium Cocoa Mass,0,pink
690,Fresco,2012,0.69,U.S.A.,4.0,Papua New Guinea,Low Cocoa Mass,0,pink
691,Fresco,2012,0.69,U.S.A.,3.0,Papua New Guinea,Low Cocoa Mass,0,pink
692,Fresco,2011,0.74,U.S.A.,2.75,Ghana,Medium Cocoa Mass,0,pink
693,Fresco,2011,0.7,U.S.A.,3.25,Jamaica,Medium Cocoa Mass,0,pink
694,Fresco,2011,0.72,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass,0,pink
695,Fresco,2011,0.7,U.S.A.,3.5,Jamaica,Medium Cocoa Mass,0,pink
696,Fresco,2011,0.74,U.S.A.,2.75,Madagascar,Medium Cocoa Mass,0,pink
697,Fresco,2011,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,0,pink
698,Fresco,2011,0.74,U.S.A.,3.0,Madagascar,Medium Cocoa Mass,0,pink
699,Fresco,2011,0.76,U.S.A.,3.25,Venezuela,Medium Cocoa Mass,0,pink
700,Fresco,2011,0.7,U.S.A.,4.0,Venezuela,Medium Cocoa Mass,0,pink
701,Fresco,2009,0.8,U.S.A.,2.75,Jamaica,High Cocoa Mass,2,dark purple
702,Fresco,2009,0.7,U.S.A.,3.0,Jamaica,Medium Cocoa Mass,2,dark purple
703,Fresco,2009,0.7,U.S.A.,3.25,Jamaica,Medium Cocoa Mass,2,dark purple
704,Fresco,2009,0.65,U.S.A.,3.5,Venezuela,Low Cocoa Mass,2,dark purple
705,Friis Holm,2016,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass,1,purple
706,Friis Holm (Bonnat),2015,0.6,Denmark,3.0,Nicaragua,Low Cocoa Mass,1,purple
707,Friis Holm (Bonnat),2015,0.85,Denmark,3.25,Nicaragua,High Cocoa Mass,1,purple
708,Friis Holm (Bonnat),2014,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass,1,purple
709,Friis Holm (Bonnat),2013,0.7,Denmark,3.25,Nicaragua,Medium Cocoa Mass,0,pink
710,Friis Holm (Bonnat),2013,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass,0,pink
711,Friis Holm (Bonnat),2012,0.7,Denmark,3.25,Nicaragua,Medium Cocoa Mass,0,pink
712,Friis Holm (Bonnat),2012,0.7,Denmark,3.25,Honduras,Medium Cocoa Mass,0,pink
713,Friis Holm (Bonnat),2012,0.7,Denmark,3.25,Nicaragua,Medium Cocoa Mass,0,pink
714,Friis Holm (Bonnat),2012,0.7,Denmark,3.75,Nicaragua,Medium Cocoa Mass,0,pink
715,Friis Holm (Bonnat),2011,0.7,Denmark,3.25,Nicaragua,Medium Cocoa Mass,0,pink
716,Friis Holm (Bonnat),2011,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass,0,pink
717,Friis Holm (Bonnat),2011,0.7,Denmark,3.5,Nicaragua,Medium Cocoa Mass,0,pink
718,Fruition,2016,0.74,U.S.A.,3.75,Bolivia,Medium Cocoa Mass,1,purple
719,Fruition,2016,0.74,U.S.A.,4.0,Costa Rica,Medium Cocoa Mass,1,purple
720,Fruition,2014,0.7,U.S.A.,3.75,Trinidad,Medium Cocoa Mass,1,purple
721,Fruition,2014,0.76,U.S.A.,3.0,Peru,Medium Cocoa Mass,1,purple
722,Fruition,2013,0.7,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,0,pink
723,Fruition,2013,0.75,U.S.A.,3.0,Ecuador,Medium Cocoa Mass,0,pink
724,Fruition,2012,0.7,U.S.A.,2.5,Peru,Medium Cocoa Mass,0,pink
725,Fruition,2011,0.66,U.S.A.,3.25,Costa Rica,Low Cocoa Mass,0,pink
726,Fruition,2011,0.7,U.S.A.,3.0,Costa Rica,Medium Cocoa Mass,0,pink
727,Garden Island,2014,0.85,U.S.A.,2.5,Hawaii,High Cocoa Mass,1,purple
728,Georgia Ramon,2015,0.65,Germany,3.25,Madagascar,Low Cocoa Mass,1,purple
729,Georgia Ramon,2015,0.7,Germany,4.0,Ghana,Medium Cocoa Mass,1,purple
730,Georgia Ramon,2015,0.7,Germany,3.5,Domincan Republic,Medium Cocoa Mass,1,purple
731,Georgia Ramon,2015,0.8,Germany,3.5,Domincan Republic,High Cocoa Mass,1,purple
732,Georgia Ramon,2015,0.75,Germany,3.5,Madagascar,Medium Cocoa Mass,1,purple
733,Glennmade,2016,0.7,U.S.A.,3.5,Belize,Medium Cocoa Mass,1,purple
734,Glennmade,2015,0.66,U.S.A.,3.0,Brazil,Low Cocoa Mass,1,purple
735,Goodnow Farms,2016,0.77,U.S.A.,2.75,Mexico,Medium Cocoa Mass,1,purple
736,Goodnow Farms,2016,0.77,U.S.A.,3.25,Nicaragua,Medium Cocoa Mass,1,purple
737,Goodnow Farms,2016,0.77,U.S.A.,3.25,Guatemala,Medium Cocoa Mass,1,purple
738,Grand Place,2011,0.72,Vietnam,3.0,Vietnam,Medium Cocoa Mass,0,pink
739,Green & Black's (ICAM),2006,0.7,U.K.,2.5, ,Medium Cocoa Mass,2,dark purple
740,Green Bean to Bar,2016,0.7,Japan,3.5,Madagascar,Medium Cocoa Mass,1,purple
741,Grenada Chocolate Co.,2010,0.82,Grenada,3.25,Grenada,High Cocoa Mass,0,pink
742,Grenada Chocolate Co.,2009,0.6,Grenada,2.75,Grenada,Low Cocoa Mass,2,dark purple
743,Grenada Chocolate Co.,2008,0.71,Grenada,2.5,Grenada,Medium Cocoa Mass,2,dark purple
744,Guido Castagna,2009,0.64,Italy,3.0,Ecuador,Low Cocoa Mass,2,dark purple
745,Guido Castagna,2009,0.64,Italy,3.0,Ghana,Low Cocoa Mass,2,dark purple
746,Guido Castagna,2009,0.64,Italy,3.0,"Trinidad, Tobago",Low Cocoa Mass,2,dark purple
747,Guido Castagna,2009,0.76,Italy,3.0,Venezuela,Medium Cocoa Mass,2,dark purple
748,Guido Castagna,2009,0.64,Italy,3.25,"Ven, Trinidad, Ecuador",Low Cocoa Mass,2,dark purple
749,Guittard,2015,0.7,U.S.A.,3.75, ,Medium Cocoa Mass,1,purple
750,Guittard,2013,0.65,U.S.A.,2.75,Haiti,Low Cocoa Mass,0,pink
751,Guittard,2013,0.65,U.S.A.,2.75,Nicaragua,Low Cocoa Mass,0,pink
752,Guittard,2013,0.65,U.S.A.,3.25,Jamaica,Low Cocoa Mass,0,pink
753,Guittard,2013,0.65,U.S.A.,3.5,Ecuador,Low Cocoa Mass,0,pink
754,Guittard,2011,0.72,U.S.A.,2.75, ,Medium Cocoa Mass,0,pink
755,Guittard,2011,0.61,U.S.A.,3.25, ,Low Cocoa Mass,0,pink
756,Guittard,2011,0.72,U.S.A.,3.25, ,Medium Cocoa Mass,0,pink
757,Guittard,2010,0.65,U.S.A.,3.0,Trinidad,Low Cocoa Mass,0,pink
758,Guittard,2009,0.55,U.S.A.,3.0,Hawaii,Low Cocoa Mass,2,dark purple
759,Guittard,2009,0.91,U.S.A.,3.0, ,High Cocoa Mass,2,dark purple
760,Guittard,2009,0.7,U.S.A.,3.5, ,Medium Cocoa Mass,2,dark purple
761,Guittard,2008,0.65,U.S.A.,3.0,Peru,Low Cocoa Mass,2,dark purple
762,Guittard,2008,0.64,U.S.A.,3.0, ,Low Cocoa Mass,2,dark purple
763,Guittard,2008,0.65,U.S.A.,3.5,Venezuela,Low Cocoa Mass,2,dark purple
764,Guittard,2007,0.72,U.S.A.,3.5, ,Medium Cocoa Mass,2,dark purple
765,Guittard,2006,0.65,U.S.A.,3.0,Colombia,Low Cocoa Mass,2,dark purple
766,Guittard,2006,0.65,U.S.A.,2.5,Venezuela,Low Cocoa Mass,2,dark purple
767,Guittard,2006,0.65,U.S.A.,3.5,Madagascar,Low Cocoa Mass,2,dark purple
768,Guittard,2006,0.65,U.S.A.,3.5,Ecuador,Low Cocoa Mass,2,dark purple
769,Guittard,2006,0.61,U.S.A.,3.5, ,Low Cocoa Mass,2,dark purple
770,Guittard,2006,0.61,U.S.A.,3.0, ,Low Cocoa Mass,2,dark purple
771,Habitual,2014,0.8,Canada,2.75,Papua New Guinea,High Cocoa Mass,1,purple
772,Habitual,2014,0.74,Canada,2.75, ,Medium Cocoa Mass,1,purple
773,Habitual,2014,0.75,Canada,3.25,Dominican Republic,Medium Cocoa Mass,1,purple
774,Habitual,2014,0.7,Canada,3.5, ,Medium Cocoa Mass,1,purple
775,Habitual,2014,0.65,Canada,2.75, ,Low Cocoa Mass,1,purple
776,Habitual,2014,0.7,Canada,3.0, ,Medium Cocoa Mass,1,purple
777,Habitual,2014,0.8,Canada,3.0, ,High Cocoa Mass,1,purple
778,Habitual,2014,0.66,Canada,3.25,Hawaii,Low Cocoa Mass,1,purple
779,Habitual,2014,1.0,Canada,2.0, ,High Cocoa Mass,1,purple
780,Hachez,2007,0.77,Germany,2.5,Ecuador,Medium Cocoa Mass,2,dark purple
781,Hacienda El Castillo,2014,0.55,Ecuador,2.75,Ecuador,Low Cocoa Mass,1,purple
782,Hacienda El Castillo,2014,0.7,Ecuador,3.0,Ecuador,Medium Cocoa Mass,1,purple
783,Haigh,2011,0.7,Australia,3.0,"South America, Africa",Medium Cocoa Mass,0,pink
784,Harper Macaw,2016,0.85,U.S.A.,3.25,Brazil,High Cocoa Mass,1,purple
785,Harper Macaw,2015,0.67,U.S.A.,3.0,Brazil,Low Cocoa Mass,1,purple
786,Harper Macaw,2015,0.77,U.S.A.,3.5,Brazil,Medium Cocoa Mass,1,purple
787,Harper Macaw,2015,0.74,U.S.A.,3.5,Brazil,Medium Cocoa Mass,1,purple
788,Heilemann,2016,0.64,Germany,2.75,Peru,Low Cocoa Mass,1,purple
789,Heirloom Cacao Preservation (Brasstown),2016,0.7,U.S.A.,3.25,Belize,Medium Cocoa Mass,1,purple
790,Heirloom Cacao Preservation (Fruition),2016,0.74,U.S.A.,3.5,Costa Rica,Medium Cocoa Mass,1,purple
791,Heirloom Cacao Preservation (Guittard),2014,0.67,U.S.A.,3.5,Bolivia,Low Cocoa Mass,1,purple
792,Heirloom Cacao Preservation (Guittard),2014,0.67,U.S.A.,3.0,Bolivia,Low Cocoa Mass,1,purple
793,Heirloom Cacao Preservation (Guittard),2014,0.67,U.S.A.,3.75,Ecuador,Low Cocoa Mass,1,purple
794,Heirloom Cacao Preservation (Guittard),2014,0.67,U.S.A.,3.75,Hawaii,Low Cocoa Mass,1,purple
795,Heirloom Cacao Preservation (Manoa),2016,0.72,U.S.A.,3.5,Hawaii,Medium Cocoa Mass,1,purple
796,Heirloom Cacao Preservation (Millcreek),2016,0.7,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,1,purple
797,Heirloom Cacao Preservation (Mindo),2016,0.77,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,1,purple
798,Heirloom Cacao Preservation (Zokoko),2016,0.68,U.S.A.,3.75,Bolivia,Low Cocoa Mass,1,purple
799,Heirloom Cacao Preservation (Zokoko),2016,0.72,U.S.A.,4.0,Bolivia,Medium Cocoa Mass,1,purple
800,hello cocoa,2015,0.57,U.S.A.,2.75,Uganda,Low Cocoa Mass,1,purple
801,hello cocoa,2015,0.74,U.S.A.,3.5,Venezuela,Medium Cocoa Mass,1,purple
802,hexx,2015,0.7,U.S.A.,2.75,Tanzania,Medium Cocoa Mass,1,purple
803,hexx,2015,0.74,U.S.A.,3.0,Madagascar,Medium Cocoa Mass,1,purple
804,hexx,2015,0.7,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,1,purple
805,hexx,2015,0.73,U.S.A.,3.25,Ecuador,Medium Cocoa Mass,1,purple
806,hexx,2015,0.7,U.S.A.,3.25,Peru,Medium Cocoa Mass,1,purple
807,Hogarth,2016,0.7,New Zealand,2.75,Madagascar,Medium Cocoa Mass,1,purple
808,Hogarth,2016,0.72,New Zealand,2.75,Venezuela,Medium Cocoa Mass,1,purple
809,Hogarth,2016,0.75,New Zealand,3.25,Domincan Republic,Medium Cocoa Mass,1,purple
810,Hogarth,2016,0.66,New Zealand,3.5,Peru,Low Cocoa Mass,1,purple
811,Hoja Verde (Tulicorp),2009,0.8,Ecuador,2.0,Ecuador,High Cocoa Mass,2,dark purple
812,Hoja Verde (Tulicorp),2009,0.8,Ecuador,2.5,Ecuador,High Cocoa Mass,2,dark purple
813,Hoja Verde (Tulicorp),2009,0.72,Ecuador,3.0,Ecuador,Medium Cocoa Mass,2,dark purple
814,Hoja Verde (Tulicorp),2009,0.58,Ecuador,3.25,Ecuador,Low Cocoa Mass,2,dark purple
815,Hoja Verde (Tulicorp),2009,0.58,Ecuador,3.5,Ecuador,Low Cocoa Mass,2,dark purple
816,Holy Cacao,2016,0.7,Israel,2.75,Peru,Medium Cocoa Mass,1,purple
817,Holy Cacao,2015,0.7,Israel,3.5,Ecuador,Medium Cocoa Mass,1,purple
818,Holy Cacao,2015,0.7,Israel,3.5,Madagascar,Medium Cocoa Mass,1,purple
819,Holy Cacao,2015,0.7,Israel,3.5,Trinidad,Medium Cocoa Mass,1,purple
820,Holy Cacao,2015,0.7,Israel,3.5,Venezuela,Medium Cocoa Mass,1,purple
821,Holy Cacao,2009,0.7,Israel,2.5,Ivory Coast,Medium Cocoa Mass,2,dark purple
822,Holy Cacao,2009,0.7,Israel,2.75,Dominican Republic,Medium Cocoa Mass,2,dark purple
823,Holy Cacao,2009,0.7,Israel,3.5,Peru,Medium Cocoa Mass,2,dark purple
824,Holy Cacao,2009,0.75,Israel,3.75,Dominican Republic,Medium Cocoa Mass,2,dark purple
825,Honest,2014,0.72,South Africa,2.5,Ecuador,Medium Cocoa Mass,1,purple
826,Hotel Chocolat,2015,0.7,U.K.,2.75,St. Lucia,Medium Cocoa Mass,1,purple
827,Hotel Chocolat,2013,0.7,U.K.,4.0,St. Lucia,Medium Cocoa Mass,0,pink
828,Hotel Chocolat,2013,1.0,U.K.,1.75,St. Lucia,High Cocoa Mass,0,pink
829,Hotel Chocolat (Coppeneur),2013,0.75,U.K.,3.0,Trinidad,Medium Cocoa Mass,0,pink
830,Hotel Chocolat (Coppeneur),2013,0.8,U.K.,3.5,Vietnam,High Cocoa Mass,0,pink
831,Hotel Chocolat (Coppeneur),2013,0.9,U.K.,3.0,Ecuador,High Cocoa Mass,0,pink
832,Hotel Chocolat (Coppeneur),2013,0.72,U.K.,3.0,Madagascar,Medium Cocoa Mass,0,pink
833,Hotel Chocolat (Coppeneur),2013,0.82,U.K.,3.5,Ecuador,High Cocoa Mass,0,pink
834,Hotel Chocolat (Coppeneur),2013,1.0,U.K.,2.75,Peru,High Cocoa Mass,0,pink
835,Hotel Chocolat (Coppeneur),2013,1.0,U.K.,2.5,Ecuador,High Cocoa Mass,0,pink
836,Hotel Chocolat (Coppeneur),2013,1.0,U.K.,2.75,Dominican Republic,High Cocoa Mass,0,pink
837,Hotel Chocolat (Coppeneur),2012,0.66,U.K.,3.5,Madagascar,Low Cocoa Mass,0,pink
838,Hotel Chocolat (Coppeneur),2011,0.8,U.K.,3.0,Ecuador,High Cocoa Mass,0,pink
839,Hotel Chocolat (Coppeneur),2011,0.65,U.K.,3.0,St. Lucia,Low Cocoa Mass,0,pink
840,Hotel Chocolat (Coppeneur),2011,0.65,U.K.,3.25,St. Lucia,Low Cocoa Mass,0,pink
841,Hotel Chocolat (Coppeneur),2010,0.7,U.K.,2.75,Ecuador,Medium Cocoa Mass,0,pink
842,Hotel Chocolat (Coppeneur),2010,0.7,U.K.,3.0,Dominican Republic,Medium Cocoa Mass,0,pink
843,Hotel Chocolat (Coppeneur),2010,0.7,U.K.,2.75,Venezuela,Medium Cocoa Mass,0,pink
844,Hotel Chocolat (Coppeneur),2008,0.72,U.K.,3.0,St. Lucia,Medium Cocoa Mass,2,dark purple
845,Hotel Chocolat (Coppeneur),2008,0.8,U.K.,2.5,Uganda,High Cocoa Mass,2,dark purple
846,Hotel Chocolat (Coppeneur),2008,0.75,U.K.,2.75,Tanzania,Medium Cocoa Mass,2,dark purple
847,Hotel Chocolat (Coppeneur),2008,0.72,U.K.,3.0,Sao Tome,Medium Cocoa Mass,2,dark purple
